AccID	KO1	KO2	KO3	KO4	WT1	WT2	WT3	WT4
Gm4297	0	1	0	0	0	0	0	0
Nsfl1c	864	887	964	1076	605	475	455	968
Aldh3b3	0	0	1	0	1	0	1	0
Cltrn	0	8	0	1	28	57	24	214
Pmch	0	0	3	6	1	0	2	1
Tarm1	34	19	56	62	86	22	22	56
Aldh3b2	1	1	0	1	7	0	3	13
Fpgt	719	678	597	733	319	474	305	391
Zscan4-ps1	0	0	0	0	0	0	0	0
Fpgs	376	400	401	426	178	220	187	405
Zscan4-ps2	0	0	0	0	0	0	0	0
mt-Cytb	40781	49391	42753	69455	52451	85204	95282	100065
Tvp23b	501	436	500	590	516	615	501	622
Tvp23a	72	51	43	69	18	13	16	33
Zap70	42	56	27	39	25	36	32	31
Svop	1	0	0	1	0	0	1	1
Aqp12	0	0	0	0	0	0	0	0
Aqp11	20	34	23	24	43	53	36	62
Lingo4	9	10	3	2	1	8	3	4
Sdf2l1	288	235	302	249	263	188	160	202
Cdadc1	549	622	584	596	486	604	535	452
Lingo3	1	0	3	2	4	0	0	0
Lingo2	70	103	129	98	0	2	0	0
Lingo1	255	179	287	361	15	4	12	17
Stmnd1	20	29	31	31	25	44	37	15
Baiap3	168	137	115	97	186	150	220	233
Baiap2	1686	1746	1862	1408	1378	1280	1124	1454
Cks1b	612	816	1017	882	300	431	212	487
Creb1	1047	1032	1200	1467	896	1450	1146	984
Creb3	1119	984	735	780	586	895	617	888
D730048I06Rik	0	0	0	0	0	0	0	0
Pmel	15	29	13	15	19	33	27	21
Vps33a	1169	1133	1091	905	749	810	851	781
Omt2a	0	0	0	0	0	0	0	0
Vps33b	220	221	270	231	293	326	358	529
Omt2b	0	0	0	0	0	0	0	0
Creb5	290	222	300	464	269	262	199	216
Enpep	2059	2217	1549	1462	1892	2801	3189	1844
1700042G07Rik	0	0	0	0	0	0	0	0
Svs6	0	0	0	0	0	0	0	0
Svs5	0	0	0	0	0	0	0	0
Fundc2	668	647	715	740	456	705	472	587
Svs4	0	0	0	0	0	0	0	0
Fundc1	662	559	467	496	627	869	588	590
Svs2	0	0	0	0	0	0	0	0
Svs1	0	0	0	0	0	0	0	0
Hmg20a	733	696	688	925	762	634	788	705
Hmg20b	860	1061	853	967	660	463	538	820
2410131K14Rik	373	345	320	545	225	272	191	296
Donson	167	205	214	268	110	138	152	161
Tyw1	466	383	402	448	336	286	211	322
Kcnab1	50	31	82	32	73	92	14	20
Kcnab2	483	341	342	287	178	128	225	135
Pot1b	0	0	0	0	0	0	0	0
Kcnab3	25	28	9	12	14	17	4	28
Pot1a	200	212	212	239	197	272	232	275
Oscar	7	5	15	11	1	3	8	1
Bad	440	432	332	227	217	183	170	311
Timm10b	82	57	59	109	40	47	49	96
Shld1	67	72	65	113	53	64	41	78
Shld2	155	145	147	117	115	153	126	90
Ctnnbip1	523	465	493	449	197	157	153	238
BC004004	798	759	722	742	685	508	653	888
Bax	190	267	208	230	131	92	108	168
Dennd3	1134	1049	987	1457	1011	1358	1225	1508
A730071L15Rik	1	0	0	0	0	0	0	2
Gm6880	0	0	1	0	0	0	0	0
Lman1	2273	1896	2074	2497	1708	2266	1745	2955
Mdc1	840	703	910	995	608	656	628	748
Gm20865	0	0	0	0	0	0	0	0
Gm6882	0	0	0	0	0	0	0	0
Gm20867	0	0	0	0	0	0	0	0
Ptdss1	1253	1086	1120	1160	962	1066	871	954
Gm20869	0	0	0	0	0	0	0	0
Lman2	2946	2790	3242	3517	2353	2832	2279	2280
Ngdn	460	363	471	462	339	214	273	423
Ptdss2	369	359	378	413	326	247	294	320
Clvs1	14	20	15	56	0	2	2	0
Smim23	0	1	0	0	0	0	0	0
Smim22	48	38	32	37	50	38	30	108
Clvs2	0	1	0	0	0	0	0	0
Smim20	289	297	254	192	230	254	210	345
Smim15	1468	1483	1583	1541	875	1331	824	1174
Smim14	1905	1796	1529	1472	1680	2328	1510	2130
Smim13	582	452	502	609	264	475	366	371
AI593442	12	5	0	0	0	2	5	1
Dapl1	0	1	0	2	1	6	5	2
Smim19	277	315	281	269	169	202	145	245
Smim18	1	0	0	3	3	0	0	0
Smim17	3	6	14	8	3	2	0	0
Bbx	908	686	1004	915	727	1136	934	1019
Rnf113a1	41	60	55	64	19	7	22	28
Gm6890	0	0	0	0	0	0	0	0
Rab11b	1858	2052	1871	1989	1898	2089	1732	2129
Vwa5b1	0	0	0	0	0	0	0	0
Ngef	226	381	307	416	417	486	333	501
Rab11a	1653	1654	1745	2068	1910	2069	1635	2547
Rnf113a2	350	525	380	290	137	100	100	187
U2surp	1075	1018	1274	1458	1166	1415	1214	1373
Vwa5b2	2	4	3	7	2	0	0	3
Gm20852	0	0	0	0	0	0	0	0
Gm20854	0	0	0	0	0	0	0	0
Gm20855	0	0	0	0	0	0	0	0
Gm5565	0	0	0	0	0	0	0	0
Supt3	80	64	65	132	88	127	67	141
Supt5	1474	1524	1309	1426	1886	1471	1340	1901
Gm6899	0	1	2	1	0	0	1	0
Tyw3	50	60	49	63	23	41	52	47
Tyw5	163	149	187	147	99	117	112	124
Eml1	830	718	939	1354	1147	698	416	1128
Eml3	860	920	642	534	981	665	608	833
Eml2	636	693	666	789	1360	933	792	1857
Bcr	2285	2044	2131	2331	3142	2706	2516	4543
Eml5	679	755	621	638	115	153	164	74
Smim27	4	3	3	1	0	0	3	1
AF529169	7	2	4	12	6	7	2	13
Eml4	781	684	939	1027	943	1044	937	1260
Smim26	67	74	58	71	19	27	21	48
Eml6	64	100	74	48	91	84	115	74
Smim24	38	57	57	42	88	68	55	100
Snap47	514	523	560	675	282	383	259	414
Dapk1	2094	2826	1735	1777	2471	2466	2828	3007
Avpr1b	0	0	0	0	0	0	0	0
Dapk2	416	640	462	446	317	350	444	463
Dapk3	723	597	608	582	505	508	397	483
Gm43518	0	0	1	0	1	0	1	0
Supt6	2116	2316	2022	2125	2181	1733	1694	1853
Avpr1a	62	70	41	36	30	44	45	118
Gm43517	28	32	54	25	10	22	0	0
Gabarap	4340	4055	3879	3888	3708	2439	2965	3852
Gm20850	0	0	0	0	0	0	0	0
Ngfr	19	13	8	5	2	14	10	9
Gm20888	0	0	0	0	0	0	0	0
Gm4201	0	0	0	0	0	0	0	0
Stmn1	291	393	397	396	332	322	319	385
1700015F17Rik	0	0	0	0	4	0	0	0
Fpr1	399	290	291	295	354	206	409	219
Fpr3	0	0	0	0	1	0	0	0
Fpr2	372	222	317	386	208	144	229	97
Gm5538	2	0	0	1	0	0	0	1
Rspry1	567	505	595	665	407	551	460	525
1810049J17Rik	0	0	0	0	0	0	0	0
Stmn2	954	1524	208	710	75	175	135	92
Stmn3	2	0	4	0	0	2	4	0
Rsu1	1022	1010	1080	1251	714	952	873	1098
Stmn4	7	10	11	16	1	2	0	0
Gm20883	0	0	0	0	0	0	0	0
Gm20873	0	0	0	0	0	0	0	0
Igsf23	9	19	3	5	95	20	51	102
Gm6871	0	1	0	0	0	0	0	0
Igsf21	0	0	0	1	0	0	0	0
Gm20878	0	0	0	0	0	0	0	0
Myadml2	2	6	0	1	0	4	5	6
Pmm2	443	488	518	492	618	422	437	812
Gm20877	0	0	0	0	0	0	0	0
Gm4214	0	0	0	0	0	0	0	0
Pmm1	614	729	559	643	293	189	183	230
Gm4216	0	0	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0	0	0
Smim12	459	441	389	482	187	140	120	169
Aaas	395	394	364	527	245	150	185	226
Smim11	151	130	146	160	131	104	114	263
Ifi202b	0	4	0	2	0	2	0	0
Snap29	724	670	740	703	709	916	800	887
Snap25	7	1	1	4	19	18	3	6
Spaar	91	111	58	83	138	143	170	303
Dnttip2	1158	1320	1315	1179	674	823	602	874
Dnttip1	558	649	515	567	333	241	262	357
Snap23	1047	905	1021	1205	1276	1718	1313	1689
L1td1	0	0	3	0	2	3	5	3
Gm20870	0	0	0	0	0	0	0	0
Manbal	371	364	339	316	268	174	167	270
Gm20821	0	0	0	0	0	0	0	0
Rpusd4	168	168	202	171	166	147	101	179
Gm20820	0	0	0	0	0	0	0	0
Gm20823	0	0	0	0	0	0	0	0
Rpusd2	74	99	73	109	28	75	69	49
Gm20822	0	0	0	0	0	0	0	0
Rpusd3	115	105	64	92	67	53	39	77
Gm20825	0	0	0	0	0	0	0	0
Lad1	131	150	187	129	1841	953	366	1045
Gm20824	0	0	0	0	0	0	0	0
Rpusd1	321	295	318	195	188	85	140	169
Gm20826	0	0	0	0	0	0	0	0
Gm20828	0	0	0	0	0	0	0	0
Tigd3	7	29	14	18	7	9	11	10
Moap1	0	0	0	0	0	0	0	0
Tigd2	898	844	638	672	417	548	476	640
Tigd5	130	144	134	169	47	42	58	48
Tigd4	4	0	1	1	20	10	3	8
Mdfi	145	111	121	177	203	95	108	164
1810043G02Rik	272	244	238	231	195	118	107	139
Gm20812	0	0	0	0	0	0	0	0
Gm20814	0	0	0	0	0	0	0	0
Bgn	23190	17795	28769	17908	8581	13856	9699	14885
Emp1	12295	8639	7013	6080	8951	10592	4596	9306
Gm20816	0	0	0	0	0	0	0	0
Rspo1	32	7	37	44	23	27	14	7
Tlr11	15	28	7	9	6	3	12	2
Gm20815	0	0	0	0	0	0	0	0
Tlr12	46	52	59	41	25	22	29	23
Emp3	1695	1534	1749	1624	404	473	396	1140
Rspo3	12	10	22	11	2	11	0	6
Emp2	7843	8164	7245	6954	11777	14896	10878	15258
Gm20817	0	0	0	0	0	0	0	0
Rspo2	14	19	3	9	1	3	3	3
Gpha2	0	0	0	0	0	0	0	0
Rspo4	107	58	1	162	2	9	2	0
Tlr13	695	383	540	543	517	357	395	317
Aacs	882	698	834	1357	440	396	328	512
Bdh2	21	23	15	4	14	32	10	16
1700020D05Rik	17	12	15	6	3	24	4	15
Bdh1	76	86	104	124	58	107	48	198
Cyp20a1	427	404	601	538	386	556	306	368
Aldh1l1	291	376	216	340	478	409	343	418
Gm44805	0	0	0	0	0	0	0	0
Aldh1l2	118	69	99	140	98	59	115	137
Pmp2	0	0	0	0	0	0	0	0
Gm20843	0	0	0	0	0	0	0	0
Champ1	622	625	762	781	374	350	379	367
Mef2d	2435	2232	2102	2144	1883	2288	1659	2271
Gphb5	0	0	1	1	0	0	4	0
Anapc15-ps	12	16	15	12	8	3	15	6
Nfam1	991	725	740	617	966	568	920	538
Pms2	149	112	114	95	124	152	125	145
Bid	307	197	235	212	163	214	146	295
Pms1	51	60	55	46	41	45	48	52
Gm5580	75	88	112	121	76	70	53	97
Ecpas	2277	2092	2178	2186	1987	2696	2373	2481
Hinfp	476	461	439	598	316	395	302	270
Gm20830	0	0	0	0	0	0	0	0
Pcmt1	0	0	0	0	0	0	0	0
Veph1	44	54	22	37	119	145	214	82
Gm20831	0	0	0	0	0	0	0	0
Gm20834	0	0	0	0	0	0	0	0
Gsx2	0	0	0	0	0	0	0	0
Mdh1	1797	1808	1916	1803	1630	2108	1902	2369
Bik	126	181	134	185	48	64	75	103
Mdh2	2349	2455	2432	2302	1874	1906	1662	2911
Gm20835	0	0	0	0	0	0	0	0
Gsx1	0	0	0	0	0	0	0	0
Qprt	4	23	7	3	2	1	5	11
Gm20838	0	0	0	0	0	0	0	0
Gm20837	0	0	0	0	0	0	0	0
Sssca1	211	319	189	158	103	83	77	146
Bsph1	0	0	0	0	0	0	0	1
Bsph2	0	0	0	0	0	0	0	0
Mef2a	2052	1792	2083	2013	2186	3156	2539	2788
Mef2b	13	7	6	0	0	0	0	5
Tigar	212	216	1896	265	218	190	143	187
Mef2c	325	271	308	365	209	380	401	325
Gm32802	0	4	0	0	0	0	0	0
Asrgl1	149	177	173	98	102	93	138	118
Gm5591	0	0	0	0	0	0	0	0
Gm5592	0	0	0	0	0	0	0	0
4933409G03Rik	0	0	0	0	0	0	0	0
Rcan1	549	493	523	563	524	539	506	941
Als2cr12	10	4	10	4	7	7	5	7
Rcan2	41	93	54	31	85	187	171	169
Rcan3	603	572	737	1014	1055	884	504	730
Gm6803	0	0	0	0	0	0	0	0
Emsy	822	793	733	972	691	910	905	943
Gm29276	0	0	0	0	0	0	0	0
Luzp4	0	0	0	0	0	0	0	0
Luzp1	2038	1825	2283	2591	1663	1607	1437	1756
Pptc7	542	479	534	569	673	860	553	651
Luzp2	6	15	2	0	0	0	0	0
Rita1	122	130	129	166	62	44	64	61
Cdkal1	174	189	195	196	148	192	149	214
H2-Ab1	9492	12386	8452	7420	4463	2973	4377	6939
Lag3	61	70	60	55	31	34	22	17
Snrnp70	1543	1601	1567	1595	1227	676	972	1559
Dzank1	41	34	41	36	34	105	74	34
Gm6812	0	0	0	0	0	0	0	0
Kcna10	0	0	3	3	0	0	0	0
Spam1	0	0	0	0	0	0	0	0
Mtmr10	652	660	622	542	587	712	554	556
Fam45a	632	603	559	512	421	596	441	526
Mtmr14	490	477	364	384	486	511	373	478
Mtmr12	766	827	692	753	720	989	739	743
Mtmr11	450	388	470	475	279	627	250	601
Trak1	2364	2414	1983	2583	1753	1867	1842	1840
Traip	174	208	159	208	45	38	37	39
Trak2	1334	1432	1328	1805	937	1244	1211	839
Blk	10	25	7	15	18	30	27	6
Snrnp40	0	0	0	0	0	0	0	0
Blm	179	192	196	243	81	84	113	83
9330182O14Rik	1	0	0	0	0	0	0	0
Snrnp48	219	231	209	256	172	196	190	264
Psapl1	5	1	3	12	117	52	15	49
Tfcp2l1	1517	1688	1139	1336	2833	3227	3578	2701
Bmf	752	949	766	854	1026	996	864	975
Mdn1	1076	997	1020	1372	579	601	667	967
Dscr3	856	640	834	777	525	716	474	704
Apmap	936	1022	998	730	646	993	839	1471
Igsf9b	157	145	189	406	125	146	176	83
Dhcr7	556	432	473	613	320	311	267	298
Bmx	53	49	26	28	94	82	100	67
Fam43a	775	556	536	702	361	435	301	570
Mpdu1	678	799	704	651	609	518	537	636
Fam43b	5	12	3	12	0	0	0	0
Gm29289	0	0	0	0	0	0	0	0
Natd1	570	605	454	472	583	376	490	425
Mdm2	971	1066	1215	1396	788	1039	865	772
Aak1	2336	1894	2107	2130	1547	1927	1639	1772
Mdm4	1584	1420	1518	1705	1712	2553	2222	2092
Mdm1	183	204	217	239	95	155	121	82
Traf7	1461	1463	1445	1487	1298	1262	1125	1766
Erlec1	805	758	707	491	588	708	550	727
Traf4	1210	1431	1286	1158	788	616	464	934
Bdnf	495	598	591	702	70	122	109	103
Traf3	1273	1265	1390	1592	989	1046	792	1036
Traf6	1297	1413	1343	1319	845	1204	877	950
Traf5	0	0	0	0	0	0	0	0
Snrnp25	159	203	155	148	70	45	57	76
Snrnp27	278	284	354	314	217	251	205	322
Gm5519	0	0	0	0	0	0	0	0
Tradd	614	640	651	657	313	289	167	248
Boc	172	186	135	123	132	183	233	65
Hus1b	3	0	2	0	1	0	3	11
Traf2	565	518	611	646	352	361	335	428
Traf1	1215	1798	926	1034	521	380	578	577
Mdp1	330	386	378	332	253	275	213	277
Syngap1	334	237	317	406	90	92	148	160
Bok	580	551	656	633	972	1197	269	1062
Emx1	0	0	0	0	2	0	2	0
Gm20896	0	0	0	0	0	0	0	0
Gm43552	0	0	0	0	0	0	0	0
Emx2	88	51	43	0	2	0	0	0
Gm20897	0	0	0	0	0	0	0	0
Npc1l1	4	11	14	15	9	8	27	3
Gm31571	0	0	0	0	0	0	0	0
Snrnp35	96	134	112	99	60	32	48	57
Pmvk	703	816	463	458	568	362	640	616
Bpi	0	0	0	0	3	2	0	0
Gm20890	0	0	0	0	0	0	0	0
Bdp1	780	765	791	1058	779	972	828	837
Gm20894	0	0	0	0	0	0	0	0
U2af1	188	169	193	213	148	161	208	194
Tigit	15	41	22	29	37	48	20	36
Tapt1	1032	983	1186	1222	896	1217	1046	1475
Trabd	1152	1058	1091	1278	947	1032	718	1315
Lao1	0	0	3	0	0	0	2	0
U2af2	1495	1590	1664	1710	1428	983	1036	1326
Gm17267	0	0	0	0	0	0	0	0
Gm18596	0	0	0	0	0	0	0	0
Nfasc	13	21	37	10	17	22	10	23
Apopt1	310	347	235	234	200	130	170	262
Spag1	50	53	53	105	41	71	71	93
Emilin1	1625	1542	1557	1880	628	584	431	386
1700061G19Rik	29	15	15	26	26	16	26	41
Emilin2	1471	963	1431	1038	539	342	333	447
Emilin3	11	8	57	33	0	2	0	4
Gm17268	0	0	0	0	0	0	0	0
Ngrn	448	356	392	356	228	215	206	419
Spag9	3234	2832	2744	3509	3722	4148	3712	3335
Nfat5	4041	3060	3666	4210	4015	5917	3818	4184
Spag7	431	491	489	572	363	268	367	479
Spag8	26	23	24	30	19	38	25	13
Spag5	297	392	361	416	161	120	124	130
Spag6	7	4	15	10	4	1	7	12
Spag4	16	25	25	14	9	1	6	10
Aamp	2265	2360	2236	2269	1750	1632	1380	2000
Fcho1	91	100	86	60	344	164	59	122
Gpatch11	239	191	244	195	182	133	180	204
Fcho2	2191	2063	1950	1830	1789	2943	2262	2014
Lrrfip1	3171	2781	3443	3639	4338	3755	3685	3788
Lrrfip2	1100	1261	1073	1062	871	785	1035	1259
Prl2b1	0	0	0	0	0	0	0	0
Bsg	6919	7005	6720	7389	12067	6139	7533	11435
Bsn	71	57	41	86	35	17	46	13
Cyp2d9	1	1	1	0	0	0	0	0
Chit1	0	0	3	10	1	4	6	1
Fermt1	12	20	33	30	710	1268	270	1368
Spast	679	717	621	740	588	739	629	687
Prl2a1	0	2	0	3	0	0	0	0
Bsx	0	2	2	0	0	0	0	0
Phlpp1	726	644	682	681	692	875	688	639
Fermt3	659	520	586	471	423	311	370	255
Phlpp2	391	420	478	413	262	316	297	214
Fermt2	1980	1989	1878	2561	1572	2323	2331	1920
Btc	300	311	406	996	322	622	187	344
Sirpb1a	30	12	23	30	26	36	29	14
Btd	827	664	723	649	221	227	186	151
Sirpb1b	70	36	60	62	53	55	42	58
Btk	218	193	171	170	228	139	191	136
Hip1r	1851	1875	1507	1274	1798	1721	1769	2413
Coq10a	224	225	213	240	240	127	262	230
Coq10b	589	578	701	886	477	723	466	667
Lap3	1466	1340	1486	1707	1050	989	928	1622
Hint1	2432	2326	2430	1964	968	948	730	976
Hint2	164	242	156	133	155	80	144	166
Tbxa2r	76	51	66	39	23	27	9	19
Hint3	143	133	88	120	207	261	218	168
Rtf2	1089	1129	1172	1281	1077	749	783	1204
Rtf1	863	994	1028	882	846	880	677	852
AU022252	338	375	340	480	273	294	247	314
Wapl	2324	2391	2731	2963	2073	3209	2153	2359
Trap1	915	872	1096	1084	897	904	857	1431
Cyp2f2	3942	4179	2296	2591	3313	7227	4903	1366
Swi5	988	931	964	1327	746	463	466	1063
Chtf18	107	119	91	108	63	87	64	72
Secisbp2l	3516	3918	3332	3532	3845	4951	5481	4496
Aar2	871	998	1034	1197	452	575	447	543
Rtcb	2842	2661	2618	2585	1857	1385	1480	2298
Rtca	850	797	719	498	248	305	214	339
Sec62	3617	3659	3361	3570	2345	3173	2719	3283
Aard	32	44	17	24	34	50	49	16
Sec63	2647	2232	2483	2468	2703	3057	2723	2711
Sparc	20870	21676	17426	22717	10840	13623	11781	14623
Cyp2e1	8	52	46	12	34	87	68	2
Rpl36al	3	6	1	7	6	11	8	5
Cmya5	85	113	32	50	57	187	109	45
Wars	2253	2540	2237	2407	2214	2523	1619	3876
Spc24	61	80	111	109	47	48	49	51
Spc25	127	165	183	271	81	171	142	155
Enah	516	488	549	491	706	619	338	497
Enam	0	0	0	0	0	0	0	0
Enc1	2197	2431	2078	2572	772	806	554	945
Krtap5-5	40	68	20	17	0	0	0	0
Krtap5-4	0	0	0	0	0	0	0	0
Aars	2246	2445	2541	2735	1552	1693	1442	1691
Nploc4	1950	1953	1976	2018	1530	1524	1225	1278
Spty2d1	811	789	824	1119	807	796	704	1035
Krtap5-3	0	0	0	0	0	0	0	0
Krtap5-2	0	0	0	0	0	0	0	0
Krtap5-1	1	0	0	0	0	0	0	0
Tcp11x2	0	0	0	0	0	0	1	0
Aatk	221	204	144	159	197	129	180	80
1700029I15Rik	11	13	5	6	10	3	3	6
Aatf	239	266	305	302	150	111	109	110
Anks1b	13	14	44	98	3	18	5	1
Lars	771	771	953	1168	1186	1891	1154	1699
Cyp2g1	1	1	0	0	2	0	2	0
Fam49a	358	491	375	408	288	390	388	229
Fam49b	1471	1380	1720	1778	1092	1336	1171	1181
Lat2	85	84	94	81	49	42	39	40
Tmtc3	952	871	1193	1426	823	1205	816	926
Tmtc2	228	266	277	490	502	583	515	362
Abca16	0	0	0	0	0	0	0	0
Tmtc1	350	597	255	270	335	626	611	227
Vldlr	747	803	563	664	1143	1604	1306	1138
Abca17	5	12	3	6	23	37	18	13
Abca14	0	2	13	4	2	3	4	7
Abca15	0	0	2	0	0	1	0	0
Abca12	1	0	0	0	0	2	2	7
Aass	46	96	48	61	117	140	216	261
Abca13	0	3	19	5	18	4	14	8
Rcc1l	409	376	345	277	159	199	146	249
Tmtc4	178	140	300	360	690	625	195	426
Anks4b	0	0	0	1	58	85	8	164
Klhdc8a	103	97	127	137	217	118	105	155
Garnl3	203	235	231	201	302	353	285	234
Sirpb1c	0	0	0	1	0	3	1	1
Cyp2j5	0	0	0	0	0	0	0	0
Sec13	1037	997	987	1034	702	764	734	1275
Cyp2j7	0	0	0	0	0	0	0	0
Cyp2j6	306	285	291	422	236	206	218	124
Cyp2j9	32	25	13	15	32	20	29	14
Cyp2j8	0	3	2	7	0	0	1	0
Klhdc8b	444	473	306	404	251	258	278	531
Gpatch2l	641	557	604	787	517	481	388	456
Camk2n1	1658	1796	1262	1375	1123	1418	1094	2228
Fabp1	29	34	7	14	36	4	31	20
Fabp2	0	0	0	0	0	0	1	5
Fabp3	11	6	7	1	7	19	14	4
Camk2n2	80	95	75	103	30	16	36	37
Fabp4	229	233	226	315	583	223	446	383
Fabp5	772	684	1018	1217	2038	930	1913	1737
Fabp6	0	0	0	0	0	0	0	1
Fabp7	12	4	20	15	4	4	1	5
Wasl	1078	1087	1124	1211	1829	2873	1621	2146
Fam47e	42	38	12	33	35	63	43	28
Fam47c	0	0	0	0	0	0	0	0
Tram1	2310	2033	2652	2807	2563	4444	3088	3743
Klhdc7b	1	0	8	1	2	2	0	8
Mis12	721	853	1042	1321	317	311	313	374
Klhdc7a	142	142	150	202	306	210	250	380
Fabp9	0	0	0	0	0	0	0	0
Tram2	703	563	808	1110	462	677	511	422
Adra2a	114	186	98	28	39	25	17	31
Rtl1	0	0	0	0	0	0	0	0
Adra2c	5	1	0	1	2	0	10	0
Clec1a	407	505	127	225	420	801	805	213
Gm4187	0	0	0	0	0	0	0	0
Adra2b	0	5	0	1	1	2	0	4
Rtl9	19	4	9	8	4	6	4	5
Cilp2	6	4	7	6	3	12	0	0
Gm20903	0	0	0	0	0	0	0	0
Hist4h4	3	3	3	4	1	2	5	17
Nup35	66	83	95	190	55	63	56	65
Gm20906	0	0	0	0	0	0	0	0
Gm20905	0	0	0	0	0	0	0	0
Rtl6	89	140	112	125	57	103	70	35
Gm20908	0	0	0	0	0	0	0	0
Rtl5	129	96	119	81	207	111	55	70
Clec1b	56	36	24	71	84	54	77	60
Rtl4	0	0	0	0	0	0	0	0
Rtl3	1	0	2	0	0	3	5	0
Gm20909	0	0	0	0	0	0	0	0
Nup37	183	172	235	307	116	174	92	136
Dmrt2	11	20	6	7	7	14	4	0
Dmrt1	0	2	0	0	0	0	0	0
Dmrt3	2	1	1	1	0	2	4	0
Pnck	53	37	31	58	19	25	8	34
Adra1b	26	14	10	65	0	2	1	2
Adra1a	10	10	2	1	15	31	29	1
Adra1d	23	33	50	66	12	10	3	7
Chil1	22926	23838	17963	18136	28444	21847	43525	39106
Chil3	49461	24266	34717	23883	34593	19426	52424	51613
Lax1	34	55	41	59	21	31	36	38
Nup43	0	0	0	0	0	0	0	0
1110059E24Rik	402	580	408	395	385	618	428	587
Chil5	3	13	4	5	6	25	18	36
Chil4	12	5	13	7	21	0	19	80
Chil6	44	14	38	35	23	4	16	5
Lekr1	50	37	40	58	24	83	58	54
Dscam	5	9	8	2	1	0	0	2
Dkc1	490	469	884	769	365	364	236	372
Dscc1	17	13	22	47	12	18	16	9
Hebp1	617	508	369	372	321	215	386	278
Rtn3	4318	4132	3841	3548	4443	5640	4211	4695
Hebp2	72	89	130	85	23	7	17	11
Rtn2	247	240	171	123	70	39	97	89
Gm20920	0	0	0	0	0	0	0	0
Rtn1	50	47	28	67	29	45	33	13
Gm20924	0	0	0	0	0	0	0	0
Nup50	2060	2052	2211	2842	964	1174	921	1025
Chad	83	90	94	91	67	205	158	36
AC144408.3	1	0	4	0	0	0	0	0
Aplnr	441	378	575	919	508	516	700	917
Gm19935	80	45	81	109	26	106	64	65
Nup54	474	446	520	508	348	330	287	475
Gm20929	0	0	0	0	0	0	0	0
Layn	263	237	241	229	70	68	65	69
Rtn4	5874	6248	7522	7567	4921	4726	2300	3383
Chat	0	0	0	0	0	0	0	0
Mpeg1	9062	7769	7656	6926	9759	5780	9806	6597
Gm4175	0	0	0	0	0	0	0	0
Isg20	254	229	250	199	290	182	166	307
Rtkn	277	305	233	255	247	182	197	254
Gm4177	0	0	0	0	0	0	0	0
Gm20911	0	0	0	0	0	0	0	0
Nup62	1476	1501	1675	1533	549	502	469	662
Gm20914	0	0	0	0	0	0	0	0
Gm20917	0	0	0	0	0	0	0	0
Krtap17-1	78	86	50	45	19	31	29	29
Gm20916	0	0	0	0	0	0	0	0
Gm20918	0	0	0	0	0	0	0	1
Tdrd12	3	1	0	1	1	4	8	33
Azin2	1281	1316	1044	798	336	272	438	292
Magohb	165	209	141	144	56	66	33	80
Pds5b	845	859	1121	1463	694	1064	1056	901
Isg15	203	211	359	560	49	18	40	63
Gm4181	0	0	0	0	0	0	0	0
Pds5a	1945	1856	2346	2582	2195	3088	2124	2609
Azin1	2808	2200	3089	3618	3426	5642	5716	7553
Rtp4	394	410	547	533	96	125	106	144
Igsf11	37	30	48	34	86	56	12	20
Rtp3	13	21	16	26	20	38	39	22
Igsf10	604	251	205	208	95	191	161	64
Rtp2	0	0	0	0	0	0	0	0
Rtp1	0	1	0	0	1	0	0	0
Clec5a	375	227	432	593	299	162	228	212
Abcf2	1629	1630	1880	1761	954	953	804	1186
Mea1	343	287	226	235	218	68	117	189
Abcf3	603	611	593	649	599	497	478	827
Abcf1	1942	2134	2337	2269	1748	1530	1396	1986
Igbp1	851	849	971	882	609	489	576	678
Clec4n	1059	732	1261	1237	991	644	715	731
Pcdha11	1	0	0	0	0	2	1	0
Pcdha12	2	0	4	1	0	0	1	0
Clec4d	270	185	420	364	121	92	78	149
Cad	797	768	985	1153	503	545	418	690
Abcg3	48	50	73	63	44	52	37	34
Clec4f	0	1	0	0	2	0	0	0
Abcg4	10	17	5	8	2	0	7	4
Clec4e	225	96	186	300	107	130	102	170
Abcg1	2679	2716	1984	1906	2137	1768	2558	1305
AA986860	1698	2187	1361	1456	2081	2139	2147	2008
Abcg2	370	397	399	274	181	257	278	303
Clec4g	0	3	0	3	1	9	1	1
Nim1k	68	75	49	47	41	24	38	47
Abcg8	0	5	0	0	2	5	1	5
Enho	35	71	32	34	20	31	20	35
Abcg5	0	1	1	0	7	3	1	17
Chd1	1224	1317	1707	1810	1097	1242	1214	1158
Chd2	1559	1314	1269	1043	1644	1371	1475	1709
Chd3	2632	2741	2308	2622	2817	2084	2430	2352
Chd4	5595	5551	5660	5362	6126	5588	5131	7227
Abca8a	261	332	164	187	251	453	351	113
Aplp1	226	297	246	302	81	84	57	47
Chd5	63	75	58	55	72	32	60	9
Abca8b	146	120	67	58	88	160	113	55
Aplp2	9883	9956	9432	8916	8887	9757	9942	7857
Cat	2646	3093	2150	2420	3233	4290	4778	5833
Chd6	1546	1489	1360	1753	1247	1673	1395	1690
Chd7	1270	1579	1113	1438	633	493	540	420
Chd8	2196	2295	2400	2288	2034	2151	1783	1860
Chd9	832	756	989	999	720	939	748	783
